»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Version:			4.6.11
»»»  Vision Version:		4.6.5 (R)
»»»  Vision Compiled:		7 December 2011
»»»  Driver Version:		4.6.17
»»»  Tester Name:		PPM21211-813
»»»  Tester S/N:		PPM21211-813                    
»»»  Internal Amp Type:		No Internal Amp
»»»  Internal Amp S/N:		100000
»»»  Execution Count:		0
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:				1/16/2024 - 11:22:53
Configured:			01/16/24 11:09:13 AM
Executed:			01/16/24 11:22:25 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:			
Lot Name:			
Wafer Name:			
Die Row/Column:			0/0
Capacitor Number:		0
Sample Area (cm2):		1.03e+000
Sample Thickness (µm):		1.15e+003

Mux Loop Adjustment:		Disabled

Amplifier:			High Voltage (HVA)
HVI Channel/Port:		1/1
Drive Gain Factor:			1000.00r
Drive Voltage Limit:			4000.00r

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:			PPM21211-813
Tester Serial Number:		PPM21211-813                    
Return Signal Amp. Level:	0.00019

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:			Hyst-2
Volts:				2300.00
Field:				20.00 (kV/cm)
Hysteresis Period (ms):		1.00e+002
Preset:				Enabled
Preset Delay (ms):		1.00e+002
Profile:			Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:				1017

Valid Data

Point		Time (ms)	Field (kV/cm)	Measured Polarization
 858		8.4513e+001	-12.8287		-11.4744		4.6343e-002
 859		8.4612e+001	-12.7291		-11.4630		4.6228e-002
 860		8.4710e+001	-12.6456		-11.4458		4.6512e-002
 861		8.4808e+001	-12.5706		-11.4400		4.6053e-002
 862		8.4907e+001	-12.5122		-11.4247		4.5859e-002
 863		8.5005e+001	-12.4313		-11.4169		4.5798e-002
 864		8.5104e+001	-12.3576		-11.4024		4.5694e-002
 865		8.5203e+001	-12.2555		-11.3903		4.5382e-002
 866		8.5301e+001	-12.1818		-11.3715		4.5364e-002
 867		8.5400e+001	-12.1148		-11.3606		4.4805e-002
 868		8.5498e+001	-12.0299		-11.3508		4.5153e-002
 869		8.5597e+001	-11.9463		-11.3367		4.4984e-002
 870		8.5695e+001	-11.8833		-11.3238		4.4884e-002
 871		8.5793e+001	-11.7997		-11.3046		4.4676e-002
 872		8.5892e+001	-11.7188		-11.2964		4.4425e-002
 873		8.5990e+001	-11.6365		-11.2796		4.4335e-002
 874		8.6089e+001	-11.5423		-11.2667		4.3937e-002
 875		8.6188e+001	-11.4812		-11.2538		4.4084e-002
 876		8.6286e+001	-11.4049		-11.2393		4.4012e-002
 877		8.6385e+001	-11.3207		-11.2311		4.3894e-002
 878		8.6483e+001	-11.2530		-11.2068		4.3621e-002
 879		8.6582e+001	-11.1701		-11.2006		4.3550e-002
 880		8.6680e+001	-11.0852		-11.1799		4.3353e-002
 881		8.6778e+001	-10.9943		-11.1701		4.3245e-002
 882		8.6877e+001	-10.9253		-11.1548		4.3066e-002
 883		8.6975e+001	-10.8510		-11.1443		4.2940e-002
 884		8.7074e+001	-10.7767		-11.1228		4.2793e-002
 885		8.7172e+001	-10.6865		-11.1114		4.2721e-002
 886		8.7271e+001	-10.6201		-11.0922		4.2485e-002
 887		8.7370e+001	-10.5491		-11.0793		4.2184e-002
 888		8.7468e+001	-10.4569		-11.0684		4.2083e-002
 889		8.7567e+001	-10.3773		-11.0551		4.2313e-002
 890		8.7665e+001	-10.2970		-11.0375		4.1807e-002
 891		8.7763e+001	-10.2201		-11.0211		4.1721e-002
 892		8.7862e+001	-10.1557		-11.0074		4.1527e-002
 893		8.7960e+001	-10.0608		-10.9866		4.1366e-002
 894		8.8059e+001	-9.9938		-10.9710		4.1133e-002
 895		8.8157e+001	-9.9109		-10.9546		4.1000e-002
 896		8.8256e+001	-9.8287		-10.9385		4.0810e-002
 897		8.8355e+001	-9.7444		-10.9213		4.0656e-002
 898		8.8453e+001	-9.6767		-10.9088		4.0509e-002
 899		8.8552e+001	-9.5991		-10.8881		4.0362e-002
 900		8.8650e+001	-9.5235		-10.8713		4.0100e-002
 901		8.8749e+001	-9.4359		-10.8556		4.0011e-002
 902		8.8847e+001	-9.3669		-10.8388		3.9907e-002
 903		8.8945e+001	-9.2740		-10.8184		3.9645e-002
 904		8.9044e+001	-9.2117		-10.8036		3.9720e-002
 905		8.9142e+001	-9.1135		-10.7844		3.9293e-002
 906		8.9241e+001	-9.0584		-10.7660		3.9186e-002
 907		8.9340e+001	-8.9702		-10.7426		3.9003e-002
 908		8.9438e+001	-8.8853		-10.7281		3.8763e-002
 909		8.9537e+001	-8.8037		-10.7124		3.8479e-002
 910		8.9635e+001	-8.7380		-10.6909		3.8361e-002
 911		8.9734e+001	-8.6531		-10.6722		3.8372e-002
 912		8.9832e+001	-8.5748		-10.6538		3.7992e-002
 913		8.9930e+001	-8.4912		-10.6374		3.7812e-002
 914		9.0029e+001	-8.4202		-10.6178		3.7712e-002
 915		9.0127e+001	-8.3439		-10.5951		3.7511e-002
 916		9.0226e+001	-8.2583		-10.5756		3.7332e-002
 917		9.0325e+001	-8.1834		-10.5580		3.7034e-002
 918		9.0423e+001	-8.1064		-10.5337		3.6776e-002
 919		9.0522e+001	-8.0142		-10.5161		3.6633e-002
 920		9.0620e+001	-7.9551		-10.4930		3.6543e-002
 921		9.0719e+001	-7.8616		-10.4774		3.6367e-002
 922		9.0817e+001	-7.7939		-10.4469		3.6131e-002
 923		9.0915e+001	-7.7123		-10.4340		3.5898e-002
 924		9.1014e+001	-7.6274		-10.4078		3.5647e-002
 925		9.1112e+001	-7.5438		-10.3847		3.5514e-002
 926		9.1211e+001	-7.4735		-10.3608		3.5299e-002
 927		9.1310e+001	-7.3872		-10.3362		3.5008e-002
 928		9.1408e+001	-7.3236		-10.3158		3.4883e-002
 929		9.1507e+001	-7.2393		-10.2885		3.4628e-002
 930		9.1605e+001	-7.1590		-10.2732		3.4384e-002
 931		9.1704e+001	-7.0807		-10.2462		3.4158e-002
 932		9.1802e+001	-6.9985		-10.2200		3.3825e-002
 933		9.1900e+001	-6.9129		-10.1958		3.3760e-002
 934		9.1999e+001	-6.8393		-10.1742		3.3563e-002
 935		9.2097e+001	-6.7650		-10.1461		3.3391e-002
 936		9.2196e+001	-6.6800		-10.1203		3.3129e-002
 937		9.2294e+001	-6.6097		-10.0941		3.2846e-002
 938		9.2393e+001	-6.5274		-10.0675		3.2591e-002
 939		9.2492e+001	-6.4638		-10.0448		3.2652e-002
 940		9.2590e+001	-6.3735		-10.0123		3.2165e-002
 941		9.2689e+001	-6.2959		-9.9857		3.1957e-002
 942		9.2787e+001	-6.2203		-9.9638		3.1734e-002
 943		9.2885e+001	-6.1387		-9.9294		3.1451e-002
 944		9.2984e+001	-6.0664		-9.8973		3.1189e-002
 945		9.3082e+001	-5.9635		-9.8742		3.0899e-002
 946		9.3181e+001	-5.9012		-9.8426		3.0558e-002
 947		9.3279e+001	-5.8249		-9.8136		3.0472e-002
 948		9.3378e+001	-5.7459		-9.7792		3.0121e-002
 949		9.3477e+001	-5.6683		-9.7495		2.9967e-002
 950		9.3575e+001	-5.5821		-9.7100		2.9680e-002
 951		9.3674e+001	-5.4991		-9.6810		2.9436e-002
 952		9.3772e+001	-5.4215		-9.6482		2.9138e-002
 953		9.3871e+001	-5.3346		-9.6188		2.9249e-002
 954		9.3969e+001	-5.2610		-9.5899		2.8572e-002
 955		9.4067e+001	-5.1913		-9.5508		2.8371e-002
 956		9.4166e+001	-5.1177		-9.5148		2.8045e-002
 957		9.4264e+001	-5.0261		-9.4796		2.7718e-002
 958		9.4363e+001	-4.9511		-9.4452		2.7406e-002
 959		9.4462e+001	-4.8695		-9.4076		2.6990e-002
 960		9.4560e+001	-4.7986		-9.3677		2.6951e-002
 961		9.4659e+001	-4.7070		-9.3349		2.6506e-002
 962		9.4757e+001	-4.6327		-9.2934		2.6323e-002
 963		9.4856e+001	-4.5518		-9.2566		2.5750e-002
 964		9.4954e+001	-4.4854		-9.2148		2.5603e-002
 965		9.5052e+001	-4.3912		-9.1722		2.5208e-002
 966		9.5151e+001	-4.3109		-9.1346		2.4814e-002
 967		9.5249e+001	-4.2400		-9.0896		2.4577e-002
 968		9.5348e+001	-4.1603		-9.0458		2.4287e-002
 969		9.5447e+001	-4.0814		-9.0028		2.4061e-002
 970		9.5545e+001	-4.0144		-8.9543		2.3677e-002
 971		9.5644e+001	-3.9242		-8.9066		2.3164e-002
 972		9.5742e+001	-3.8446		-8.8585		2.2942e-002
 973		9.5841e+001	-3.7610		-8.8076		2.2469e-002
 974		9.5939e+001	-3.6853		-8.7665		2.2243e-002
 975		9.6037e+001	-3.6117		-8.7118		2.1805e-002
 976		9.6136e+001	-3.5367		-8.6629		2.1486e-002
 977		9.6234e+001	-3.4571		-8.6074		2.1113e-002
 978		9.6333e+001	-3.3755		-8.5616		2.0744e-002
 979		9.6432e+001	-3.2873		-8.5025		2.0278e-002
 980		9.6530e+001	-3.2176		-8.4478		1.9851e-002
 981		9.6629e+001	-3.1274		-8.3895		1.9378e-002
 982		9.6727e+001	-3.0657		-8.3316		1.9227e-002
 983		9.6826e+001	-2.9715		-8.2721		1.8750e-002
 984		9.6924e+001	-2.8959		-8.2135		1.8438e-002
 985		9.7022e+001	-2.8189		-8.1470		1.7965e-002
 986		9.7121e+001	-2.7439		-8.0840		1.7610e-002
 987		9.7219e+001	-2.6716		-8.0179		1.7208e-002
 988		9.7318e+001	-2.5887		-7.9475		1.6882e-002
 989		9.7416e+001	-2.5157		-7.8834		1.6337e-002
 990		9.7515e+001	-2.4295		-7.8043		1.5900e-002
 991		9.7614e+001	-2.3532		-7.7343		1.5519e-002
 992		9.7712e+001	-2.2901		-7.6643		1.5042e-002
 993		9.7811e+001	-2.1886		-7.5845		1.4644e-002
 994		9.7909e+001	-2.1097		-7.5055		1.4060e-002
 995		9.8007e+001	-2.0387		-7.4206		1.3619e-002
 996		9.8106e+001	-1.9671		-7.3342		1.3239e-002
 997		9.8204e+001	-1.8828		-7.2528		1.2726e-002
 998		9.8303e+001	-1.8052		-7.1656		1.2353e-002
 999		9.8401e+001	-1.7408		-7.0682		1.1812e-002
1000		9.8500e+001	-1.6592		-6.9689		1.1349e-002
1001		9.8599e+001	-1.5630		-6.8762		1.0732e-002
1002		9.8697e+001	-1.4874		-6.7780		1.0234e-002
1003		9.8796e+001	-1.3978		-6.6704		9.6243e-003
1004		9.8894e+001	-1.3302		-6.5664		9.4379e-003
1005		9.8993e+001	-1.2472		-6.4545		8.9251e-003
1006		9.9091e+001	-1.1889		-6.3466		8.3549e-003
1007		9.9189e+001	-1.0986		-6.2199		7.9031e-003
1008		9.9288e+001	-1.0276		-6.0951		7.2684e-003
1009		9.9386e+001	-0.9321		-5.9707		6.7844e-003
1010		9.9485e+001	-0.8558		-5.8408		6.4007e-003
1011		9.9584e+001	-0.7775		-5.7008		5.7265e-003
1012		9.9682e+001	-0.7032		-5.5549		5.2425e-003
1013		9.9781e+001	-0.6276		-5.4063		4.7369e-003
1014		9.9879e+001	-0.5553		-5.2483		4.1954e-003
1015		9.9978e+001	-0.4823		-5.0899		3.5643e-003
1016		1.0008e+002	-0.3894		-4.9213		3.0408e-003
1017		1.0017e+002	-0.3171		-4.7429		2.4455e-003

PMax (µC/cm2):		1.22e+001
Pr (µC/cm2):		3.85e+000
-Pr (µC/cm2):		-4.74e+000
Vc:			1.20e+002
-Vc:			-1.40e+002
C (Max-Eff) (nF):	5.45e+000
Vert. Eccentricity (µC/cm2):	-4.48e-001

Horiz. Eccentricity (Volts):	-9.98e+000

Offset (µC/cm2):	2.98e+000



Hysteresis Version: 4.6.11 - Radiant Technologies, Inc., 1999 - 12/12/11

